date,price,daily_return,z_score,price_change,rolling_volatility,shock_type
2020-04-20,-37.630001068115234,-305.9660652724544,-5.196962009708121,-62.95000076293945,56.50533739079241,CRASH
2020-09-08,36.7599983215332,-7.568524268505195,-3.4911605165280606,74.38999938964844,2.0560564139509085,CRASH
2020-11-09,40.290000915527344,8.481425895652727,2.5146788549051386,3.5300025939941406,3.3613911536932632,SPIKE
2021-03-18,60.0,-7.1207408402089385,-3.2020518480850346,19.709999084472656,2.3096457945663897,CRASH
2021-07-19,66.41999816894531,-7.505917801000395,-3.7485643046357855,6.4199981689453125,1.9656421049767325,CRASH
2021-11-03,80.86000061035156,-3.6348503380355335,-3.0115369764076627,14.44000244140625,1.3350162836782138,VOLATILE
2021-11-26,68.1500015258789,-13.06288805140844,-4.210646980041854,-12.709999084472656,2.9737619693670143,CRASH
2022-03-01,103.41000366210938,8.033851173565365,3.1142969098239717,35.26000213623047,2.3456976014934865,SPIKE
2022-03-09,108.69999694824219,-12.126111859385258,-3.4531886347641487,5.2899932861328125,3.7632875924696516,CRASH
2022-07-05,99.5,-8.23572837779427,-2.8605792244794017,-9.199996948242188,2.752371570498766,CRASH
2023-09-27,93.68000030517578,3.639784199295071,2.5144948952861434,-5.819999694824219,1.251102809480703,VOLATILE
2023-10-04,84.22000122070312,-5.614705757871263,-3.3531565665254868,-9.459999084472656,1.7255917863309638,CRASH
2023-10-13,87.69000244140625,5.765285934345443,2.538818275116928,3.470001220703125,2.199380338907185,SPIKE
2024-05-01,79.0,-3.5762239646796146,-2.54950058151106,-8.69000244140625,1.3342205399203781,VOLATILE
2024-07-19,80.12999725341797,-3.248010687416558,-2.5094936627228774,1.1299972534179688,1.4026662121612974,VOLATILE
2024-07-31,77.91000366210938,4.255319366154864,2.62484391398823,-2.2199935913085938,1.6549612042944646,VOLATILE
