price,pct_change_1d,pct_change_5d,pct_change_21d,is_major_change,change_magnitude,direction
75.11000061035156,-2.5936972949932913,-12.81485864188987,-12.038879087453292,True,2.5936972949932913,DOWN
76.80000305175781,2.2500365166730374,-10.89453431218076,-9.561935106302123,True,2.2500365166730374,UP
71.61000061035156,-3.7500011536382605,-4.659832208172865,-16.255410102474432,True,3.7500011536382605,DOWN
70.08000183105469,-2.136571381449903,-8.750001241763384,-15.809702511348544,True,2.136571381449903,DOWN
69.87000274658203,0.6627273594624006,-7.640447670473094,-16.273211142335708,True,0.6627273594624006,UP
68.01000213623047,-2.662087501409971,-8.588708680907454,-18.726097169930444,True,2.662087501409971,DOWN
70.04000091552734,2.9848532797140503,-2.192430779838961,-16.32018701405905,True,2.9848532797140503,UP
70.20999908447266,0.2427158291307574,0.18549835904879686,-17.516451105504792,True,0.2427158291307574,UP
68.75,-2.079474581271634,-0.9508768582152771,-18.349165686715306,True,2.079474581271634,DOWN
72.58000183105469,-1.8791393358249642,3.3755914791147923,-15.751595420167085,True,1.8791393358249642,DOWN
72.86000061035156,0.385779515339002,5.9781827059659065,-15.465832989292117,True,0.385779515339002,UP
93.56999969482422,8.549887479702889,10.328973456435175,5.005048876584284,True,8.549887479702889,UP
98.0999984741211,4.8412939981525405,16.342503355277806,11.642193476472817,True,4.8412939981525405,UP
97.27999877929688,-0.8358814552280935,14.460526208303936,12.866917303349457,True,0.8358814552280935,DOWN
97.87999725341797,0.6167747549856939,13.339505050542533,12.08060826882027,True,0.6167747549856939,UP
96.97000122070312,-0.9297058216693688,12.494204934749199,13.229801391642916,True,0.9297058216693688,DOWN
105.44000244140625,0.976828471889668,8.734661353077078,16.456816186450475,True,0.976828471889668,UP
105.0199966430664,-0.3983362942098223,5.410016599657719,17.960235968786577,True,0.3983362942098223,DOWN
104.37999725341797,-0.6094071701636228,2.1030948115865034,19.3186936990954,True,0.6094071701636228,DOWN
102.69999694824219,-1.609504071069301,0.7751871825577572,18.12743738701581,True,1.609504071069301,DOWN
101.16000366210938,-1.4995066522825007,-3.122002072401364,16.664750006005136,True,1.4995066522825007,DOWN
101.19000244140625,0.029654782731203255,-4.03072828299843,16.672429983616112,True,0.029654782731203255,UP
97.9800033569336,0.8232177909503591,-6.13143711907389,15.528836431389959,True,0.8232177909503591,UP
101.41999816894531,3.5109151808048855,-1.2463474365456473,20.27988441177704,True,3.5109151808048855,UP
101.06999969482422,-0.3450980875961629,-0.08897189010173001,18.91987555621466,True,0.3450980875961629,DOWN
102.33000183105469,1.2466628475660269,1.1265929065557234,18.49235885576046,True,1.2466628475660269,UP
104.0,1.6319731643340107,7.017904582637646,20.649656243544445,True,1.6319731643340107,UP
99.80000305175781,-8.641518671379044,-11.57185671448232,-7.88258590991483,True,8.641518671379044,DOWN
97.18000030517578,-2.6252531728112816,-14.702009966762953,-10.704770127601504,True,2.6252531728112816,DOWN
102.55000305175781,5.525831168675177,-9.663490059641944,-7.026291736695011,True,5.525831168675177,UP
98.20999908447266,-5.458219405910459,-10.097033133460975,-10.653201673524936,True,5.458219405910459,DOWN
86.62999725341797,-5.765259473690454,-11.09401161446879,-10.367308964581845,True,5.765259473690454,DOWN
81.30999755859375,-6.411141656205666,-14.311309851832643,-15.47817033472423,True,6.411141656205666,DOWN
79.30000305175781,-2.472013980061294,-15.449405823996154,-16.65790669463122,True,2.472013980061294,DOWN
82.37999725341797,-5.93743373934581,-3.896411478909867,-16.058693941557934,True,5.93743373934581,DOWN
82.26000213623047,-0.1456605015637158,-3.6542459798013183,-17.018052642592828,True,0.1456605015637158,DOWN
84.12000274658203,2.2611239509466863,-4.27855555797676,-15.770501218434207,True,2.2611239509466863,UP
80.51000213623047,-6.29655045159232,-9.94407073592165,-5.770131278445034,True,6.29655045159232,DOWN
84.44999694824219,5.246758719535793,-2.808151062890829,-1.0776686994738105,True,5.246758719535793,UP
75.66999816894531,-2.4996810026406524,-10.396683358885106,-12.46963465568528,True,2.4996810026406524,DOWN
79.68000030517578,5.2993289722004455,-1.8840029510472034,-7.370375011984676,True,5.2993289722004455,UP
85.41000366210938,2.9284167352021884,10.05025510941364,-2.097655028050094,True,2.9284167352021884,UP
85.80999755859375,0.4683220692353496,13.400290253753244,-2.698724137573061,True,0.4683220692353496,UP
93.16999816894531,2.0817372584216454,5.467514185285305,16.114158336753913,True,2.0817372584216454,UP
93.95999908447266,4.168516921777732,10.15239826833323,15.700037118259003,True,4.168516921777732,UP
93.19000244140625,-0.1393026723565005,2.1036549457194464,17.664149030594835,True,0.1393026723565005,DOWN
92.19000244140625,-1.0730764822425631,-1.0518361562721457,18.78624109830249,True,1.0730764822425631,DOWN
92.51000213623047,0.34710889071469797,2.5609814480523685,22.254532013714567,True,0.34710889071469797,UP
94.06999969482422,1.6863015053188546,0.11707174480990457,18.059738120650714,True,1.6863015053188546,UP
95.5199966430664,1.3367223406327788,2.5002619815630567,15.112066496542266,True,1.3367223406327788,UP
98.98999786376953,1.2374709547744889,5.018030575368515,17.523440482708864,True,1.2374709547744889,UP
99.37000274658203,1.2533150240301882,2.6549582787203763,15.038210125261454,True,1.2533150240301882,UP
102.58999633789062,3.2404080731690987,7.154792800254817,16.130858717149298,True,3.2404080731690987,UP
94.94999694824219,-5.182746627760359,-5.512987395061653,-3.2504610365248543,True,5.182746627760359,DOWN
87.81999969482422,-3.2393150861690367,-4.189399753289058,-16.258226952619694,True,3.2393150861690367,DOWN
86.52999877929688,-1.468914734696103,-3.748612557711617,-18.49096100758598,True,1.468914734696103,DOWN
